auf/geben "Vt (gibt auf, gab auf, aufgegeben) 交付, 提交; 放弃; 给 ......布置(作业等)"
auf/gehen "(geht auf, ging auf, ist aufgegangen) 上升, 打开"
auf/gliedern "Vt 划分 "
auf/greifen "Vt 抓住, 捡起;着手 研究;支持"
auf/halten "(hält auf, hielt auf, aufgehalten) 1. Vt 耽搁 2. + sich 逗留"
auf/hängen "Vt 挂起来;吊死; 把 ......强加给某人"
auf/heben "Vt (hebt auf, hob auf, aufgehoben) 拾起, 举起; 保存, 收藏;取消, 废止"
auf/heizen "Vt 加热"
auf/hören "(+ mit) 停止"
auf/klären "1. Vt 澄清, 说明 2. + sich 放晴, 变明朗"
auf/kommen "Vi 起立; 病愈, 发生; 欺骗"
auf/laden "Vt 给......充电"
auf/legen "1.Vt 平放到某物之上; 出版, 停止使用 2.+sich 把胳膊放在桌子上"
auf/leuchten "Vt 发亮"
auf/machen "Vt 打开; 开设"
auf/nehmen "Vt (nimmt auf, nahm auf, aufgenommen) 接待; 吸收, 接 纳; 容纳; 拍摄; 降 ......录音, 录像"
auf/passen "( + auf A) 注意, 当心; 照料"
auf/pumpen "Vt 吸上来"
auf/räumen "Vt 除去, 清除; 放弃"
aufrecht/erhalten "Vt 维持,维护"
auf/regen "Vt/ + sich 激动; 恼火, 愤慨"
auf/richten "Vt 竖起, 建设"
auf/rufen "Vt 呼喊, 点名"
auf/schieben "Vt 推开, 推迟"
auf/schlagen "Vi 撞击, 冒起, 反弹 Vt张开,,翻开"
auf/schließen "1. Vt 开锁; 表露; 介 绍 2. Vi 靠拢"
auf/schreiben "Vt 写下,记下; 记 帐"
auf/sein "Vi 开着; 起床, 醒着"
auf/setzen "Vt/ + sich 把 ......放在 ......上, 戴上; 起草"
auf/setzen "Vi 戴上, 着陆"
auf/stehen "(steht auf, stand auf, ist aufgestanden) 起立; 起床; 起义, 反抗"
auf/steigen "(steigt auf, stieg auf, ist aufgestiegen) 上升; 乘上)交通工具)"
auf/stellen "Vt 安放, 安置; 推举, 提名; 制订, 开列"
auf/suchen "Vt 探寻, 探访"
auf/tanken "Vt 为......加燃料, 为...... 加油"
auf/tauchen "Vi 升起, 浮现; 发现, 露出"
auf/teilen "Vt 分配, 分割, 分开"
auf/treiben "Vt 卷起, 扬起; 使膨胀"
auf/treten "(tritt auf, trat auf, ist aufgetreten) 登场, 出现; 踩踏，露面; 发生"
auf/wachen "Vi 睡醒, 醒悟"
auf/wachsen "Vi 长大, 成长, 出现"
auf/wärmen "1. Vt 加热, 重提往事 2. + sich 使自己暖和起来"
auf/weisen "Vt (weist auf, wies auf, aufgewiesen) 指明; 显示"
auf/wenden "Vt 用, 使用; 花费, 耗 资"
auf/werfen "1. Vt 掷出, 投出 ; 拍 卖 2.+ sich 自称是"
auf/zählen "Vt 逐一计算; 列举"
auf/zehren "Vt 用尽, 耗尽"
auf/zeichnen "Vt 画上, 写下"
auf/ziehen "Vt 抽出; 拉起; 拆开"
Augapfel "m, ⸚e 眼球, 最珍贵的东 西"
Aufbau "m, -e/-en 建造, 修造, 重 建; 建设, 建立; 结构, 构造"
Aufbau "m, -ten 建设, 建筑, 结构"
Aufbereitungsverfahren "n 制备方 法, 制造工艺"
Aufbruch "m, ⸚e 启程;打开; 醒悟"
Aufdecken "n 铺上"
aufeinander "Adv 相互, 连续地"
Aufenthalt "m, -e 停留, 逗留"
Aufenthaltserlaubnis "f 准许居留 签证"
auffällig "Adj 引人注目的"
Auffassung "f, -en 见解; 理解力"
Aufforderung "f, -en 要求"
Aufführung "f, -en 演出; 记帐; 引 用; 修建"
Aufgabe "f, -n 任务; 作业, 习题"
aufgebracht "Adj 愤怒的"
aufgeschlossen "Adj 坦率的, 容易 接受新事物的"
Aufgeschlossenheit "f 敏感, 容易 接受外界事物"
aufgrund "+ G Präp 原因, 根据"
Aufhebung "f, -en 捡起, 抬起; 取消, 废除, 抵消"
Aufklärung "f, -en 解释; 启蒙"
Auflage "f, -n 税款; 负担; 版次; 支柱"
auflösen "Vt 1. 解开, 解散 2. 溶液"
Auflösungsvermögen "n 分辨率"
aufmerksam "Adj 留心的, 用心 的,jdn.auf A aufmerksam machen 让 ......注意某事"
Aufmerksamkeit "f, o. Pl 注意; (小) 礼物, 心意"
Aufnahme "f, -n 1. o. Pl 接收, 接纳, 吸收 2. 摄影, 照片; 录 音, 录像"
Aufnahmepotential "n, -e 吸收能力"
aufrecht "Adv 挺直的, 笔直地"
Aufregung "f 激动, 骚动"
aufrichtig "Adj 正直的, 真诚的, 坦率的"
Aufrüstung "f, -en 建立; 扩充军 备;装饰"
Aufruf "m, -e 号召; 点名"
Aufsatz "m, ⸚e 作文, 文章, 论文"
aufschlussreich "Adj 有教益的, 启发的"
aufschütten "Vt 装入; 堆起"
Aufschwung "m, ⸚e 繁荣; 高涨"
Aufsehen "n 轰动"
Aufsicht "f 看管, 管理"
Aufsicht "f, o. Pl 监督, 看管"
Aufsichtsrat "m, ⸚e 理事会; 董事"
Aufstand "m, ⸚e叛乱"
Aufstellung "f, -en 安放; 装配; 推 举; 建立; 报表"
Aufstieg "m, -e 上升; 上车; 起飞; 坡道; 提升"
Auftakt "m, -e (乐)小节; (诗)弱起 音节;开始; 序曲"
Auftrag "m, ⸚e 委托, 任务, 订购 im Auftrag von 受 ......委托"
Auftrieb "m, -e 浮力, 升力; 推动, 鼓 舞; 发展, 繁荣"
Auftritt "m, -e 出场; (戏剧中的)场; 争吵; 举止"
Aufwand "m 支出, 花费"
aufwärts "Adv 向上"
Aufwendung "f, -en 使用; 费用"
Aufwertung "f, -en 升值"
Aufzeichnung "f, -en 画上; 图样; 记 下; 录相"
Aufzug "m, ⸚e 电梯"
Auge "n, -n 眼睛, 视力, 眼力; 芽 眼; 孔"
Augenblick "m, -e 时刻, 片刻, 瞬间 im Augenblick 目前"
augenblicklich "Adj/Adv 1. 立即, 当 即 2. 目前的, 眼下的"
Augenzeuge "m, -n 目击者"
August "m, -e 八月"
Auktion "f, -en 拍卖"
aus "+d, Präp/Adv 1. 从 ......出来, 2.出生于, 来自 3.用 ......制成 4.(动机)出于, 由于"
aus/arbeiten "1. Vt 制定出, 起草; 润色 2. + sich 活动身体"
aus/atmen "Vi 呼气, 呼出"
aus/balancieren "Vt 使......保持平 衡"
aus/bauen "Vt 拆卸; 扩建"
aus/beuten "Vt 剥削; 开采, 利用"
aus/bilden "Vt 培养, 训练"
aus/brechen "1. Vt 拆下; 注入; 切取 2. Vi 发生;越狱"
aus/breiten "Vt /Vi 铺开, 摊开，摆开, 打开"
aus/dehnen "Vt/ +sich 扩展, 延伸"
aus/denken "Vt 想出"
aus/drücken "Vt 表达; 挤出(液体), 压干"
aus/fallen "(fällt aus, fiel aus, iat ausgefallen) 脱落, 掉落; (突然)中 止, 被取消"
aus/führen "Vt 执行, 实施, 完成; 输出, 出口"
aus/füllen "Vt 填写, 填空"
aus/geben "Vt (gibt aus, gab aus, ausgegeben) 支出, 交付"
aus/gehen "(geht aus, ging aus, ist ausgegangen) 外出; +von 从 ......出发; 用尽, 熄灭"
aus/gleichen "1. Vt 使平坦; 补偿 2. + sich 和解"
aus/grenzen "Vi 驱逐出境"
aus/halten "(hält aus, hielt aus, ausgehalten) 1. Vt 忍住, 忍受 2. Vi 坚持"
aus/heben "Vt 挖出, 掘出; 取出, 拉 出; 卸下; 拔除; 掘成"
aus/hecken "Vt 策划, 筹谋"
aus/kennen "+ sich 通晓，了解, 熟悉"
aus/kommen "(kommt aus, kam aus, ist ausgekommen) 1. + mit (用 ......) 足够 2. + mit (与 ......)和睦相处 3. + ohne 没有 ......也行"
aus/lachen "1. Vt 嘲笑 2. + sich 笑够"
aus/laden "Vt 卸下, 使登陆"
aus/lassen "1. Vt 排除, 删去, 放长 2. + sich 谈论"
aus/legen "1. Vt 摆出, 铺设; 解释 2. Vi 变胖"
aus/liefern "Vt 发行, 出售; 交出"
aus/lösen "Vt 开动; 引起; 赎回"
aus/machen "Vt 关闭, 熄灭; 商定, 谈妥; 总计(对 ......)有重要性, 有关系"
aus/nutzen "Vt 充分利用, 使用"
aus/packen "Vt 打开(包裹等); 坦白地说出"
aus/prägen "1. Vt 铸造, 形成 2. + sich 显露"
aus/räumen "Vt 搬移;排除"
aus/rechnen "Vt 计算出"
aus/reichen "Vi (足)够"
aus/reifen "Vt/Vi 成熟, 熟透"
aus/richten "1. Vt 对准; 转达; 举办 2. + sich 对准"
aus/rotten "Vt 根除, 消灭"
aus/rüsten "Vt ( +mit ) 配备, 装备"
aus/rufen "Vt 喊出; 宣告"
aus/ruhen "sich 休息"
aus/rutschen "Vi 滑倒"
aus/säen "Vt 播下, 撒下(种子)"
aus/schalten "Vt 断开(电流); 关(机 器)"
aus/schlafen "1. Vi/+ sich 睡足 2. Vt 通过酣睡醒酒"
aus/schließen "Vt (schließt aus, schloß aus, ausgeschlossen) 开除, 逐出; 排除"
aus/schöpfen "Vt 汲出; 汲尽; 尽量 利用"
aus/schreiben "Vt 写出, 抄出, 公布"
aus/sehen "+Adj/+wie (sieht aus, sah aus, ausgesehen) 显得, 看上去"
aus/sein "Vi 完毕, 熄灭, 出外"
aus/senden "Vt 发射, 发送"
aus/setzen "1. Vt 丢弃, 遗弃; 流 放; 放养 2. Vi 停止, 停顿, 中断"
aus/sprechen "Vt ( spricht aus, sprach aus, ausgesprochen) 发音; 说出, 表达"
aus/statten "Vt + mit D 装备, 供给"
aus/stehen "1. Vt 忍受, 忍耐 2. Vi 摆出, 列陈"
aus/steigen "Vi (steigt aus, stieg aus, ist ausgestiegen) 下(车 、船等)"
aus/stellen "Vt 陈列, 展出; 签发, 填发"
aus/stoßen "1. Vt 撞击; 喷出; 驱逐 2. Vi 刺; 游泳"
aus/strömen "Vi 漏出,泄出; 冒出, 涌出"
aus/suchen "Vt 挑出, 选出"
aus/tauschen "Vt 交换, 交流; 更 换, 调换"
aus/tragen "Vt 解决; 分送; 总计"
aus/treten "1. Vi 走出, 脱离, 流出 2. Vt 踏灭, 踩坏"
aus/üben "Vt 从事; 行使, 执行"
aus/verkaufen "Vt 售完"
aus/wählen "Vt 选择, 挑选"
aus/wandern "Vi 移居国外"
aus/wechseln "Vt 更换"
aus/weichen "Vi 让道, 躲开, 偏 移,避开"
aus/weisen "1. Vt 驱逐; 表明 2. + sich 证明身份"
aus/weiten "1. Vt 放宽; 加大 2. + sich 变宽, 扩大"
aus/werten "Vt 充分利用; 评价"
aus/wirken "+sich + auf A 对...... 产生效果, 发生作用(或影响)"
aus/zahlen "1. Vt 支付, 付出 2. + sich 值得付出"
aus/ziehen "( zieht aus, zog aus, hat/ ist ausgezogen) 1. Vt/ + sich 脱衣, 脱去 2.Vt 拉出, 拔出 3. Vi 迁移"
Ausarbeitung "f, -en 拟稿, 稿件"
Ausbau "m, -e 落成; 改建"
Ausbeutung "f, -en 剥削, 开采; 耕耘; 利用"
Ausbildung "f, -en 培养, 训练"
Ausbruch "m, ⸚e 爆发; 突围, 发作"
Ausdauer "f 持久; 坚持"
Ausdruck "m, ⸚e 言词, 词语; 表情 etw. zum Ausdruck bringen 表达, 表示"
Ausdrucksweise "f, -en 表达方式"
ausdrücklich "Adj 坚决的, 明确 的, 强调的"
auseinander "Adv 分开, 相互分离"
auseinander/gehen "Vi 分离, 解体"
auseinander/halten "Vt 分开, 区别开 来"
auseinander/setzen "1. Vt 解释 2. + sich 辩明"
Auseinandersetzung "f, -en 说明; 争论;分歧; 探讨"
Ausfahrt "f, -en (车辆等的)驶出 (口); (乘车)出发"
Ausfall "m, ⸚e 下降; 损失; 缺少"
ausfindig "Adj 找出的"
Ausflug "m, ⸚e 郊游, 短途旅游"
ausführlich "Adj 详细的, 详尽的"
Ausführung "f, -en 执行; 引出; 结构"
Ausfuhr "f, -en 出口"
Ausgabe "f, -n 交付, 递送; Pl 支出; 版(本)"
Ausgang "m, ⸚e 外出; 出口; 外出日; 结局; 末端"
Ausgangspunkt "m, -e 出发点, 起点"
ausgedehnt "Adj 广大的"
ausgerechnet "Adv 恰好, 偏偏,(表 示不满"
ausgeschlossen "Adj 排除在外的, 不可能的"
ausgezeichnet "Adj 极好的, 出类 拔萃的, 优秀的"
ausgiebig "Adj 丰富的, 充分的"
Ausgleich "m, -e 平衡, 均衡; 调和, 调解; 补偿, 补贴"
Ausgrabung "f 发掘; 发掘物, 出土文 物"
Aushilfe "f, -n 临时工, (做)帮忙(工作"
Auskunft "f, ⸚e 告知情况, 答询; 问讯处"
Auslage "f, -en 陈列品; 橱窗; 花费"
Ausland "n, o. Pl 外国"
Ausländer "m, - 外国人"
ausländisch "Adj 外国的"
Auslese "f, -n 挑选; 精品; 文选"
Auslieferung "f, -en 交付, 交货; 移交"
Ausmaß "n, -e 规模, 范围, 大小, 程度"
Ausnahme "f, -n 例外 mit Ausnahme (von) 除 ......之外"
Ausnahmezustand "m, ⸚e 非常状态, 特殊情况"
ausnahmslos "Adj 没有例外的"
ausnahmsweise "Adv 例外地, 破例地"
ausnehmend "Adj 格外的"
ausnützen "Vt 充分利用"
Auspuff "m, -e 排气; 排气管"
Ausrede "f, -en 托词, 借口"
ausreichend "Adj 足够的, 够用的"
Ausreise "f, -n 出国旅行, 出境"
Ausrüstung "f, -en 设备, 装备"
Aussage "f, -n 阐述, 陈述, 说明"
Ausschlag "m, ⸚e 发球; 发芽; 皮疹"
ausschlaggebend "Adj 起决定作 用的"
ausschließlich "Adv 唯一,的独有 的, 除......外"
Ausschluss "m, ⸚(ss)e 除外"
Ausschreibung "f, -en 招标; 开具, 开列; 公布"
Ausschreitung "f, -en 违法; 无节制; 暴行"
Ausschweifung "f, -en 放纵; 离题"
Aussehen "n 外表"
außen "Adv 在外面"
Außenhandel "m 对外贸易"
Außenminister "m, - 外交部长"
Außenministerium "m, -rien 外交部"
Außenpolitik "f 外交政策"
Außenseiter "m, - 局外人; 门外汉,, 怪僻的人"
Außenwelt "f 外界"
außer "+D Präp 除 ......以外; 在 ......外"
äußer- "Adj 在外的; 外部的, 外表的"
außerdem "Konj 此外"
Äußere "n, (dekl. wie Adj) 外表, 表面"
außergewöhnlich "Adj 异常的"
außerhalb "+G Präp 在 ......外面; 在 ......以外"
äußerlich "Adj 外部的, 外表的"
äußern "1.Vt 表明, 说出 2.+sich 发表意见, 表现出来"
außerordentlich "Adj 特殊的, 特别 的; 异常的"
äußerst "Adv 及其, 非常"
außerstande "Adv (außerstande sein ) 不能(办到)"
Äußerung "f, -en 表态, 表示"
Aussicht "f, -en 1.o.Pl 远眺 2.展望, 前景, 前途"
Aussprache "f, o.Pl 发音; 谈话, 交换 意见"
Ausspruch "m, ⸚e 名言, 格言"
Ausstattung "f, -en 装备; 布置; 嫁 妆; 用具"
Ausstellung "f, -en 展览; 布置; 签发; 责备"
Austausch "m 交流"
austauschbar "Adj 可更换的"
Austritt "f, -e 出口; 射出"
ausverkauft "P.II 售完了"
Auswahl "f, o.Pl 挑选; 备货, 品种; 选集"
auswärtig "Adj 在国外的, 外国的"
Ausweg "m, -e 出路; 办法; 后路"
Ausweis "m, -e 证件"
Ausweitung "f, -en 放宽"
auswendig "Adv 熟记, auswendig lernen 熟记, 背出"
Auswendiglernen "n 熟记, 背诵"
Auswertung "f, -en 评价, 利用"
Auswirkung "f, -en 影响, 利用, 效果"
Auszeichnung "f, -en 标价; 表扬; 奖章"
Auszubildende "m/f (dekl. wie Adj ) 徒工"
Auszug "m, ⸚e 迁移, 搬家; 节 录, 摘要"
Autarkie "f, -n 自给自足"
authentisch "Adj 真实的, 确实的"
Auto "n, -s 汽车"
Autobahn "f, -en 高速公路"
Autobiographie "f, -n 自传"
Autobus "m, -se 公共汽车, 大客车"
Autofabrik "f 汽车制造厂"
Autofahrer "m, - 汽车司机"
Automat "m, -en 自动装置, 自动售货机"
automatisch "Adj 自动的"
automatisieren "Vt 自动化"
Automatisierung "f, -en 自动化"
Automobilgesellschaft "f 汽车公司"
Automotor "m, -en 汽车发动机"
Autonomie "f, -n 自治"
Autor "m, -en 作者, 作家"
Autorität "f, -en 1.o.Pl 威信,威望 2.权威(人士), 权威机构"
Avantgarde "f, -n 先锋"
Baby "n, -s 婴儿"
Babysitter "m, - (临时)保姆"
Bach "m, ⸚e 小河, 溪 "
Backe "f, -n 面颊; 钳口; 夹爪"
backen "Vt (bäckt/backt, backte/buk, gebacken) 烤, 烘"
Bäcker "m, - 面包师"
Backofen "m 烤炉"
Bad "n, ⸚er 浴, 洗澡; 浴室, 浴场"
baden "(Vt) 1. 洗澡, 游泳 2. Vt 给...洗澡"
Badezimmer "n, - 浴室"
Bagger "m, - 挖土机"
Bahn "f, -en 轨道, 铁路, 有轨电车; 地铁"
Bahnbewegung "f 轨道运动"
bahnen "Vt 开辟道路"
Bahnhof "m, ⸚e 火车站"
Bahnsteig "m, -e 月台, 站台"
Bakterie "f, -n 细菌"
bald "Adv 不久, 立刻 Bis bald! 回头见!"
baldig "Adj 迅速的"
Balkon "m, -s/-e 阳台; 包厢"
Ball "m, ⸚e 球"
Ballade "f, -n 叙事诗; 舞蹈歌曲"
Ballett "n, -e 芭蕾; 芭蕾舞剧团"
Bambus "m, -/se 竹"
banal "Adj 老一套的, 乏味的"
Band "m, ⸚e (书)卷、册、本"
Band "n, 1. Pl ⸚er 带子, 录音带 2. Pl -e 纽带, 联系"
bändigen "Vt 驯服, 驯养, 抑制 "
bange "Adj 害怕"
Bank "f, ⸚e 长凳"
Bank "f, -en 银行"
Banknote "f, -n 纸币, 钞票"
Bann "m 放逐; 魔力"
Banane "f, -n 香蕉"
bannen "Vt 逐出教门; 迷住，吸引"
bar "Adj 现金的"
Bar "f, -s 酒吧间, 卖酒柜台"
Bär "m, -en 熊"
Barbarei "f, -en 野蛮; 未开化"
Bargeld "n, o. Pl 现金"
Baron "m, -e 男爵; 巨头"
Bart "m, ⸚e 胡须"
Basis "f, Basen 基地, 基础"
Basiseinheit "f, -en 基本单位"
basteln "Vt/Vi 手工制作; 修理"
Bastion "f, -en 堡垒"
Batterie "f, -n 电池(组)"
Bau "m, -ten 建筑物, 建筑工程; o.Pl 建造"
Bauarbeiten "Pl 施工"
Bauch "m, ⸚e 腹部, 肚子"
Bauchlandung "f, -en 机腹着陆(不放起落架着陆)"
Bauchschmerzen "f, Pl 腹痛"
Bauchung "f 鼓起, 凸出部分"
Bauelement "n, -e 元件, 部件"
bauen "Vt 建造, 制造; 耕种"
Bauer "m, -n 农民"
bäuerlich "Adj 农民的"
Baukonstruktion "f, -en 建筑设计"
Baum "m, ⸚e 树木"
Baumeister "m 建筑工程师"
Baumwolle "f, o. Pl 棉花"
Baustelle "f, -n 工地"
Baustoff "m, -e 组成材料"
beabsichtigen "Vt 打算, 企图"
beachten "Vt 注意, 重视"
beachtlich "Adj 相当大的"
Beamte "m/f, (dekl. wie Adj) 官员, 公务员"
Beamtenbestechung "f, -en 官员行贿"
beanspruchen "Vt 要求, 需用; 索取"
Beanspruchung "fg 负荷, 要求"
beanstanden "Vt 对...不满意, 责难"
beantragen "Vt 申请"
beantworten "Vt 回答, 答复"
bearbeiten "Vt 加工, 处理"
beaufsichtigen "Vt 照看, 照管; 监管, 看管; 监督, 管理"
beauftragen "Vt (+ mit) 委托, 托付"
beben "Vi 震动, 颤动; 地震"
Becher "m, - (无柄)杯"
Becken "n 盆; 水池; 盆地"
bedanken "sich (+ für + bei) 感谢"
Bedarf "m, o. Pl 需要, 需求"
bedauern "Vt 遗憾, 惋惜"
bedecken "1. Vt 遮盖, 盖住; 掩护, 2. +sich 遮掩"
bedenken "(bedenkt, bedachte, hat bedacht) Vt 考虑, 思考"
Bedenken "n, - 考虑; 怀疑"
bedenklich "Adj 可疑的,令人忧虑的, 疑虑的"
bedeuten "Vt 意思指, 意味着"
bedeutend "Adj 重要的, 显著的; 有名的"
bedeutsam "Adj 有意义的, 重要的"
Bedeutung "f, -en 意义, 重要性 von großer Bedeutung sein 具有重大意义"
bedienen "1. Vt 招待, 服侍 2. Vt 操作 3. + sich + G 使用"
Bedienung "f, -en 服务, 服侍; 操作"
Bedienungsanleitung "f, -en 使用说明; 操作规程"
bedingen "Vt 取决于,决定"
Bedingung "f, -en 条件, 前提"
bedrängen "Vt 逼迫, 困扰"
Bedrängnis "f, -se 困难, 困境"
bedrohen "Vt 威胁"
bedrohlich "Adj 危险的"
bedrücken "Vt 压迫, 压制; 心情沉重"
bedürfen "+ G (bedarf, bedurfte, bedurft) 需要"
Bedürfnis "n, -se 需要, 需求"
beeilen "+ sich 赶快"
beeindrucken "Vt 给...留下深刻印象"
beeindruckend "Adj 给...留下深刻印象的"
beeinflussen "Vt 对...起影响(或作用)"
beeinträchtigen "Vt 损害, 妨碍; 起消极的作用"
beenden "Vt 结束, 完成, 终止"
Beerdigung "f, -en 葬礼"
befähigen "Vt 使有能力, 使能胜任"
befallen "Vt 侵袭, 侵害"
befassen "sich + mit 从事于, 致力于, 研究"
Befehl "m, -e 命令, 吩咐"
befehlen "Vi/Vt (brfieht, befahl, befohlen) 命令, 吩咐"
befestigen "Vt 固定; 设防; 巩固, 加强"
Befinden "n 健康状况; 判断, 意见"
befinden "sich (befindet, befand, befunden) 处于, 在"
befindlich "Adj 存在的, 现有的"
befördern "Vt 运送, 寄送; 提拔, 提升"
befragen "1. Vt (+ nach D) 询问, 打听 2. + sich 请教"
befreien "Vt 解放, 使自由; 使摆脱, 免除"
befremdlich "Adj 稀奇古怪的"
befreunden "1. Vt 与...交朋友, 与...友好 2. + sich + mit D 结交"
befreundet "Adj 友好的, 亲切的"
befriedigen "Vt 使满足, 使满意"
befürchten "Vt 担心, 担忧"
befürworten "Vt 支持, 赞助"
Befürwortung "f, -en 提倡, 赞助, 支持"
Befugnis "f, -se 权力, 权限"
Befund "m, -e 现状, 状态; 检验结果"
begabt "Adj 有才干的; 天资高的"
Begabung "f, -en 才能, 才华"
begeben "1. + sich 开始, 着手 2. Vt 发行; 转让"
begegnen "Vi, (s) (意外)遇到, 碰见"
Begegnung "f, -en 相遇; 会合; (体)竞赛"
begehen "Vt 在...上行走; 作出; "
begehren "Vt 渴望, 要求"
begeistern "Vt 鼓舞, 振奋"
Begierde "f, -n 渴望, 欲望"
beginn "m, o. Pl 开始, 开端"
beginnen "(beginnt, begann, begonnen) 1. Vi (+ mit) 开始 2. Vt 开始 "
beglaubigen "Vt 证明; 认证, 公证"
begleiten "Vt 伴随, 陪送; 伴奏"
beglücken "Vt 使喜悦, 使幸福"
begnügen "+ sich + mit D 满足"
begraben "Vt 埋葬; 放弃"
Begräbnis "n, -se 葬礼; 坟墓"
begreifen "(+ A) (begreift, begriff, begriffen) 理解, 领悟"
begreiflich "Adj 可以理解的"
begrenzen "Vt 构成...边界; 约束, 限制"
begrenzt "Adj 受到限制的, 局限的"
Begriff "m, -e 概念, 观念, 想象, 理解 im Begriff sein 意识到"
begründen "Vt 创立, 建立; 说出理由, 论证"
begrüßen "Vt 问候, 欢迎"
begünstigen "Vt 偏爱; 促进; 庇护"
Behagen "n 满意; 舒适; 愉快"
behaglich "Adj 舒服的, 舒适的"
behalten "Vt (behält, behielt, behalten) 保留, 留下, 记住"
Behälter "m, -e 容器"
behandeln "Vt 对待, 处理; 诊治; 探讨, 论述"
beharrlich "Adj 坚持的"
behaupten "Vt 主张, 宣称; 断言"
beheben "Vt 消除; 提取"
beherbergen "Vt 留宿, 安顿; 怀有, 藏有"
Beherbergung "f 住处, 栖身之地"
beherrschen "1. Vt 掌握, 精确 2. Vt 统治 3. + sich 克制"
Beherrscher "m, - 君主; 统治者"
Beherrschung "f 统治; 克制; 掌握"
behilflich "Adj 有帮助的"
behindern "Vt 妨碍, 阻碍"
behindert "Adj 残疾的"
Behinderte "f/m (dekl. wie Adj) 妨碍; 有缺陷的人"
Behörde "f, -n 当局, 行政机关"
behutsam "Adj 小心的"
bei "+ D Präp 在...附近; 在...那里; 在...时侯; 在...情况下"
bei/behalten "Vt 维持, 保留"
bei/bringen "Vi/Vt (bringt bei , brachte bei, trng bei, beigebracht) 教, 传授"
bei/legen "Vt 附加; 调停; 赋予"
bei/messen "Vt 赋予, 授予, 把...归于"
beichten "Vt/Vi 忏悔, 坦白"
beide "Pron/Num 两人, 两个,双方"
beiderseits "Adv 双方"
beieinander "Adv 并列"
Beifall "m, o. Pl 鼓舞, 喝彩"
beifällig "Adj 赞成的"
Beihilfe "f, -n 资助, 津贴; 帮凶; 同谋"
Beil "n, -e 斧"
beiläufig "Adj 附带的; 偶然的"
beileibe "Adv 绝对"
Bein "n, -e 腿"
beinahe "Adv 几乎, 险些"
beisammen "Adv 在一起, 团聚"
beiseite "Adv 在一边; 分离"
Beisetzung "f, -en 安葬; 添加, 附加"
Beispiel "n, -e 例子, 榜样 zum Beispiel (z.B.) 例如"
